Period,Code,Sex,Age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,M,90plus,1.64313,1.40903,1.87722,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,lessthan1,62.25071,61.81895,62.68247,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,01-04,61.5702,61.13688,62.00352,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,05-09,57.86212,57.43241,58.29182,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,10-14,53.22627,52.80308,53.64945,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,15-19,48.63571,48.21998,49.05145,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,20-24,44.1402,43.73298,44.54743,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,25-29,39.72079,39.32335,40.11824,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,30-34,35.4023,35.0134,35.7912,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,35-39,31.22404,30.84281,31.60528,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,40-44,27.21962,26.84868,27.59055,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,45-49,23.39409,23.03305,23.75512,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,50-54,19.76755,19.41542,20.11969,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,55-59,16.36534,16.02257,16.70811,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,60-64,13.22047,12.88804,13.55289,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,65-69,10.3688,10.04461,10.69299,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,70-74,7.81358,7.49229,8.13486,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,75-79,5.61256,5.2902,5.93493,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,80-84,3.8087,3.51215,4.10525,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,85-89,2.42568,2.18052,2.67085,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000002,F,90plus,1.46396,1.23663,1.69129,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,lessthan1,61.73251,61.24015,62.22487,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,01-04,61.0509,60.55667,61.54514,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,05-09,57.29981,56.81019,57.78942,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,10-14,52.61487,52.13408,53.09565,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,15-19,47.98065,47.51031,48.451,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,20-24,43.46071,43.00234,43.91908,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,25-29,39.05875,38.61169,39.5058,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,30-34,34.76948,34.33369,35.20527,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,35-39,30.6167,30.193,31.0404,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,40-44,26.62859,26.22018,27.037,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,45-49,22.82654,22.43107,23.22201,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,50-54,19.20754,18.82433,19.59074,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,55-59,15.79635,15.42618,16.16651,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,60-64,12.68918,12.33231,13.04606,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,65-69,9.91249,9.56721,10.25777,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,70-74,7.43845,7.09523,7.78166,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,75-79,5.32663,4.97508,5.67819,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,80-84,3.62171,3.2775,3.96592,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,85-89,2.34117,2.05852,2.62381,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,M,90plus,1.47191,1.21105,1.73276,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,lessthan1,61.53147,61.01342,62.04952,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,01-04,60.85014,60.33056,61.36972,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,05-09,57.24755,56.7341,57.76099,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,10-14,52.72501,52.22178,53.22825,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,15-19,48.2301,47.73763,48.72256,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,20-24,43.79964,43.31922,44.28006,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,25-29,39.43976,38.9712,39.90832,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,30-34,35.17209,34.71456,35.62963,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,35-39,31.02292,30.57558,31.47027,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,40-44,27.03526,26.60002,27.4705,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,45-49,23.20855,22.78606,23.63104,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,50-54,19.56099,19.15056,19.97143,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,55-59,16.15129,15.75392,16.54867,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,60-64,12.9926,12.60923,13.37597,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,65-69,10.11855,9.74959,10.4875,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,70-74,7.53831,7.17756,7.89907,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,75-79,5.32578,4.96769,5.68388,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,80-84,3.5533,3.2268,3.87979,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,85-89,2.23046,1.96295,2.49796,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000003,F,90plus,1.3194,1.07643,1.56237,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,lessthan1,62.81167,62.23404,63.38929,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,01-04,62.14309,61.56296,62.72322,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,05-09,58.34241,57.76539,58.91944,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,10-14,53.59281,53.0217,54.16392,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,15-19,48.87773,48.31339,49.44207,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,20-24,44.25382,43.69687,44.81077,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,25-29,39.74209,39.19682,40.28735,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,30-34,35.33687,34.80591,35.86782,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,35-39,31.04847,30.53033,31.5666,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,40-44,26.91795,26.41366,27.42223,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,45-49,22.97259,22.48362,23.46156,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,50-54,19.20952,18.73583,19.68321,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,55-59,15.70217,15.24396,16.16038,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,60-64,12.52711,12.08637,12.96785,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,65-69,9.70014,9.2779,10.12238,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,70-74,7.17005,6.75606,7.58405,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,75-79,5.00216,4.58894,5.41538,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,80-84,3.29286,2.90675,3.67898,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,85-89,2.04888,1.73745,2.3603,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,M,90plus,1.24572,0.96886,1.52258,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,lessthan1,62.10286,61.44456,62.76116,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,01-04,61.42611,60.76586,62.08636,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,05-09,57.81682,57.16473,58.46892,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,10-14,53.29374,52.65489,53.9326,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,15-19,48.79311,48.1681,49.41811,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,20-24,44.38717,43.77822,44.99612,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,25-29,40.05982,39.46708,40.65255,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,30-34,35.80687,35.22739,36.38636,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,35-39,31.6367,31.06992,32.20347,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,40-44,27.58553,27.03406,28.13701,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,45-49,23.6907,23.15517,24.22622,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,50-54,19.98222,19.46297,20.50148,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,55-59,16.50561,16.00282,17.00839,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,60-64,13.29933,12.81412,13.78455,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,65-69,10.28033,9.81161,10.74905,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,70-74,7.56004,7.10197,8.01811,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,75-79,5.25229,4.80193,5.70264,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,80-84,3.45378,3.05688,3.85069,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,85-89,2.1742,1.85038,2.49803,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000004,F,90plus,1.38432,1.08262,1.68602,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,lessthan1,62.09527,61.60656,62.58398,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,01-04,61.55648,61.06463,62.04833,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,05-09,57.77043,57.2814,58.25946,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,10-14,53.04209,52.55851,53.52567,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,15-19,48.36039,47.88319,48.83758,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,20-24,43.76052,43.29076,44.23027,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,25-29,39.28354,38.82223,39.74485,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,30-34,34.91613,34.46687,35.36538,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,35-39,30.69641,30.25897,31.13384,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,40-44,26.61861,26.19513,27.04209,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,45-49,22.74405,22.33351,23.15459,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,50-54,19.08683,18.68915,19.48451,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,55-59,15.66622,15.2822,16.05023,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,60-64,12.55781,12.19264,12.92298,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,65-69,9.77697,9.42415,10.12979,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,70-74,7.31084,6.96243,7.65926,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,75-79,5.17059,4.81938,5.5218,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,80-84,3.47019,3.15059,3.7898,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,85-89,2.19753,1.93697,2.45809,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,M,90plus,1.3544,1.11565,1.59315,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,lessthan1,62.85061,62.32442,63.37681,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,01-04,62.22357,61.69507,62.75206,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,05-09,58.51147,57.98773,59.03521,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,10-14,53.85526,53.33947,54.37106,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,15-19,49.21603,48.70877,49.72328,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,20-24,44.66488,44.1679,45.16185,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,25-29,40.21958,39.73292,40.70624,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,30-34,35.85316,35.37603,36.33028,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,35-39,31.58915,31.12321,32.05508,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,40-44,27.4865,27.03225,27.94076,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,45-49,23.55161,23.10894,23.99428,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,50-54,19.81316,19.38438,20.24193,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,55-59,16.3338,15.9186,16.74901,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,60-64,13.14424,12.74236,13.54613,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,65-69,10.16176,9.77597,10.54756,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,70-74,7.48691,7.10903,7.86479,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,75-79,5.20239,4.82887,5.57592,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,80-84,3.41221,3.07892,3.7455,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,85-89,2.14871,1.87622,2.42121,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000005,F,90plus,1.35886,1.10412,1.61359,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,lessthan1,64.14798,63.61704,64.67892,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,01-04,63.43918,62.9069,63.97146,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,05-09,59.76754,59.24213,60.29296,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,10-14,55.15158,54.63716,55.66599,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,15-19,50.54067,50.0375,51.04384,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,20-24,45.98361,45.49216,46.47506,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,25-29,41.53287,41.05633,42.0094,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,30-34,37.12388,36.65994,37.58783,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,35-39,32.80854,32.35496,33.26213,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,40-44,28.61373,28.17105,29.05641,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,45-49,24.56838,24.13909,24.99768,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,50-54,20.70505,20.28862,21.12147,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,55-59,17.07705,16.67424,17.47986,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,60-64,13.73068,13.34401,14.11735,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,65-69,10.7132,10.3416,11.0848,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,70-74,7.9914,7.62639,8.35641,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,75-79,5.63821,5.28039,5.99602,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,80-84,3.75693,3.41882,4.09504,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,85-89,2.36622,2.08875,2.6437,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,M,90plus,1.44661,1.19138,1.70184,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,lessthan1,64.5732,63.99704,65.14936,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,01-04,63.85064,63.27324,64.42803,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,05-09,60.21393,59.6446,60.78327,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,10-14,55.64879,55.09265,56.20494,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,15-19,51.09305,50.55079,51.6353,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,20-24,46.64679,46.12117,47.17241,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,25-29,42.30439,41.79591,42.81287,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,30-34,37.98624,37.49011,38.48236,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,35-39,33.71214,33.2276,34.19668,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,40-44,29.53585,29.06258,30.00913,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,45-49,25.49793,25.03737,25.95848,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,50-54,21.62646,21.17774,22.07519,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,55-59,17.94836,17.51323,18.38349,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,60-64,14.52689,14.10564,14.94815,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,65-69,11.26657,10.85851,11.67463,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,70-74,8.27961,7.87986,8.67936,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,75-79,5.70372,5.31263,6.09481,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,80-84,3.72721,3.37097,4.08346,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,85-89,2.34749,2.05471,2.64026,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000006,F,90plus,1.48851,1.21668,1.76033,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,lessthan1,63.89395,63.38623,64.40167,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,01-04,63.17885,62.6695,63.6882,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,05-09,59.43641,58.93046,59.94236,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,10-14,54.74337,54.24316,55.24358,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,15-19,50.05264,49.55842,50.54686,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,20-24,45.44046,44.95219,45.92873,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,25-29,40.89698,40.41506,41.3789,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,30-34,36.37221,35.89753,36.84689,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,35-39,31.91926,31.44934,32.38917,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,40-44,27.62467,27.16094,28.08839,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,45-49,23.55756,23.0996,24.01552,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,50-54,19.74135,19.28967,20.19302,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,55-59,16.22637,15.78405,16.66868,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,60-64,13.01717,12.58324,13.4511,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,65-69,10.1301,9.70524,10.55497,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,70-74,7.5874,7.16337,8.01144,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,75-79,5.45966,5.02666,5.89265,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,80-84,3.77636,3.35463,4.19809,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,85-89,2.502,2.14295,2.86106,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,M,90plus,1.69099,1.3266,2.05538,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,lessthan1,64.56048,64.01951,65.10145,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,01-04,63.78797,63.24549,64.33045,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,05-09,59.97177,59.4314,60.51213,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,10-14,55.20567,54.66959,55.74176,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,15-19,50.48724,49.95636,51.01812,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,20-24,45.86918,45.34515,46.39321,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,25-29,41.32893,40.81168,41.84618,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,30-34,36.83409,36.32214,37.34604,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,35-39,32.45031,31.94311,32.95751,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,40-44,28.24276,27.74123,28.74429,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,45-49,24.26428,23.76965,24.75891,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,50-54,20.53551,20.04871,21.02231,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,55-59,17.0662,16.588,17.54441,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,60-64,13.84293,13.37571,14.31015,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,65-69,10.82766,10.37122,11.28409,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,70-74,8.14946,7.69853,8.60039,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,75-79,5.88575,5.43683,6.33467,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,80-84,4.05974,3.6438,4.47568,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,85-89,2.68328,2.32902,3.03753,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000007,F,90plus,1.75857,1.41091,2.10623,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,lessthan1,66.05109,65.63276,66.46942,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,01-04,65.33833,64.91861,65.75806,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,05-09,61.54672,61.12956,61.96387,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,10-14,56.81012,56.39769,57.22254,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,15-19,52.10381,51.69675,52.51088,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,20-24,47.49193,47.09075,47.89311,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,25-29,42.99783,42.60478,43.39088,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,30-34,38.57182,38.18921,38.95443,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,35-39,34.22795,33.85482,34.60109,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,40-44,29.98223,29.61737,30.34709,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,45-49,25.88377,25.52847,26.23907,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,50-54,21.96816,21.6218,22.31452,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,55-59,18.2647,17.92696,18.60244,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,60-64,14.84157,14.51365,15.16949,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,65-69,11.73293,11.41374,12.05213,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,70-74,8.9038,8.58672,9.22088,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,75-79,6.41396,6.09352,6.73439,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,80-84,4.40199,4.0953,4.70868,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,85-89,2.88898,2.63142,3.14654,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,M,90plus,1.86647,1.62045,2.1125,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,F,lessthan1,66.15666,65.67661,66.63671,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,F,01-04,65.42354,64.94234,65.90474,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,F,05-09,61.73121,61.25489,62.20754,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,F,10-14,57.11104,56.64317,57.57891,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,F,15-19,52.52648,52.06795,52.98501,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,F,20-24,48.07104,47.6243,48.51778,HLE
gregorian-interval/2015-03-31T00:00:00/P3Y,E12000008,F,25-29,43.72513,43.29156,44.1587,HLE
