Period,Code,Sex,Age group,Life Expectancy (LE)_,LE Lower CI_,LE Upper CI_,TransformationType
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,01-04,77.43579,77.35912,77.51246,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,05-09,73.49337,73.41745,73.56929,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,10-14,68.52634,68.45083,68.60184,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,15-19,63.57068,63.49574,63.64561,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,20-24,58.67169,58.59783,58.74555,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,25-29,53.80536,53.73266,53.87807,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,30-34,48.97901,48.90773,49.0503,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,35-39,44.19032,44.12068,44.25995,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,40-44,39.49276,39.4255,39.56003,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,45-49,34.90127,34.83641,34.96613,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,50-54,30.41048,30.34791,30.47305,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,55-59,26.03598,25.97577,26.09619,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,60-64,21.85077,21.7935,21.90803,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,65-69,17.93457,17.88054,17.9886,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,70-74,14.21986,14.16787,14.27185,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,75-79,10.91392,10.86445,10.96339,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,80-84,8.05869,8.00995,8.10743,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,85-89,5.78921,5.73637,5.84205,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,M,90plus,4.12716,4.05193,4.2024,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,lessthan1,81.78416,81.70746,81.86086,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,01-04,81.09475,81.02296,81.16653,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,05-09,77.14939,77.07846,77.22033,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,10-14,72.17996,72.10949,72.25043,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,15-19,67.21517,67.14525,67.28509,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,20-24,62.27322,62.20407,62.34238,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,25-29,57.33632,57.26782,57.40482,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,30-34,52.4199,52.3522,52.4876,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,35-39,47.53868,47.47205,47.60531,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,40-44,42.73458,42.66972,42.79944,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,45-49,38.00074,37.93767,38.06381,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,50-54,33.34947,33.28824,33.4107,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,55-59,28.78008,28.72081,28.83935,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,60-64,24.37663,24.32006,24.43319,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,65-69,20.19517,20.14187,20.24847,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,70-74,16.18553,16.13479,16.23628,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,75-79,12.54162,12.49432,12.58892,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,80-84,9.29454,9.24988,9.33921,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,85-89,6.63891,6.59404,6.68377,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000002,F,90plus,4.62711,4.57128,4.68293,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,lessthan1,78.62741,78.53405,78.72076,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,01-04,77.97889,77.89102,78.06676,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,05-09,74.03869,73.95172,74.12566,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,10-14,69.07267,68.9862,69.15913,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,15-19,64.10887,64.02295,64.19479,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,20-24,59.20878,59.1241,59.29347,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,25-29,54.33698,54.25349,54.42047,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,30-34,49.5182,49.43648,49.59991,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,35-39,44.73565,44.65598,44.81533,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,40-44,40.05441,39.9777,40.13113,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,45-49,35.41151,35.33729,35.48574,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,50-54,30.84945,30.77761,30.92129,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,55-59,26.38354,26.31416,26.45292,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,60-64,22.12561,22.05945,22.19177,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,65-69,18.14202,18.07953,18.2045,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,70-74,14.39241,14.33244,14.45237,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,75-79,11.01023,10.95362,11.06684,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,80-84,8.08016,8.02497,8.13536,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,85-89,5.71552,5.65667,5.77437,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,M,90plus,4.06313,3.97954,4.14673,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,lessthan1,82.32154,82.23316,82.40992,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,01-04,81.65013,81.56782,81.73244,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,05-09,77.7149,77.63376,77.79604,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,10-14,72.74978,72.66926,72.8303,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,15-19,67.77565,67.6956,67.85571,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,20-24,62.83811,62.75899,62.91722,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,25-29,57.89491,57.81645,57.97337,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,30-34,52.98128,52.90381,53.05874,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,35-39,48.10271,48.02655,48.17887,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,40-44,43.28687,43.21271,43.36102,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,45-49,38.54417,38.47212,38.61623,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,50-54,33.83646,33.76631,33.90661,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,55-59,29.24868,29.18089,29.31648,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,60-64,24.77943,24.71458,24.84428,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,65-69,20.5274,20.4662,20.5886,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,70-74,16.46269,16.40446,16.52093,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,75-79,12.69582,12.64166,12.74998,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,80-84,9.35989,9.30888,9.41089,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,85-89,6.61435,6.56351,6.6652,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000003,F,90plus,4.56141,4.49866,4.62416,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,lessthan1,79.26422,79.16452,79.36391,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,01-04,78.65661,78.56401,78.74921,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,05-09,74.71286,74.62124,74.80448,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,10-14,69.74416,69.65307,69.83525,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,15-19,64.78671,64.69635,64.87708,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,20-24,59.88163,59.79257,59.97068,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,25-29,55.01025,54.92263,55.09788,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,30-34,50.15814,50.07227,50.244,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,35-39,45.36526,45.28171,45.44881,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,40-44,40.62079,40.53998,40.7016,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,45-49,35.94518,35.86691,36.02345,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,50-54,31.34135,31.26545,31.41726,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,55-59,26.86654,26.79332,26.93976,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,60-64,22.56933,22.49961,22.63905,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,65-69,18.5033,18.43731,18.56928,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,70-74,14.66179,14.59828,14.7253,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,75-79,11.20945,11.14918,11.26971,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,80-84,8.18186,8.12348,8.24025,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,85-89,5.74842,5.68654,5.8103,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,M,90plus,4.08245,3.99504,4.16985,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,lessthan1,82.93106,82.8378,83.02432,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,01-04,82.22166,82.13463,82.3087,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,05-09,78.26451,78.17835,78.35067,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,10-14,73.28733,73.20163,73.37303,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,15-19,68.31795,68.23287,68.40302,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,20-24,63.36221,63.27787,63.44655,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,25-29,58.41547,58.33185,58.49909,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,30-34,53.49862,53.41612,53.58111,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,35-39,48.61229,48.53121,48.69338,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,40-44,43.77872,43.69962,43.85783,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,45-49,38.99569,38.91848,39.0729,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,50-54,34.28873,34.21352,34.36394,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,55-59,29.68279,29.60998,29.75561,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,60-64,25.19288,25.12315,25.26261,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,65-69,20.88456,20.81832,20.95079,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,70-74,16.76316,16.69972,16.82659,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,75-79,12.94076,12.88118,13.00033,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,80-84,9.52549,9.46939,9.58159,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,85-89,6.76583,6.7101,6.82155,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000004,F,90plus,4.69532,4.62683,4.76381,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,lessthan1,78.73871,78.64607,78.83135,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,01-04,78.23013,78.14452,78.31574,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,05-09,74.29622,74.21154,74.3809,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,10-14,69.33128,69.24709,69.41547,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,15-19,64.37176,64.28813,64.45539,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,20-24,59.46184,59.37926,59.54441,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,25-29,54.60538,54.52419,54.68658,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,30-34,49.77553,49.69593,49.85512,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,35-39,44.98639,44.9087,45.06408,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,40-44,40.25834,40.18307,40.33362,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,45-49,35.62829,35.55548,35.70109,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,50-54,31.06876,30.99827,31.13925,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,55-59,26.62198,26.55402,26.68994,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,60-64,22.36472,22.30008,22.42936,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,65-69,18.38951,18.32865,18.45037,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,70-74,14.64044,14.5823,14.69858,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,75-79,11.22669,11.17145,11.28193,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,80-84,8.21863,8.16474,8.27252,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,85-89,5.80483,5.74711,5.86255,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,M,90plus,4.15137,4.06883,4.23391,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,lessthan1,82.7085,82.62107,82.79593,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,01-04,82.1183,82.03794,82.19867,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,05-09,78.16622,78.08667,78.24577,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,10-14,73.19761,73.11858,73.27664,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,15-19,68.22414,68.14556,68.30272,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,20-24,63.27393,63.19606,63.3518,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,25-29,58.34075,58.26367,58.41783,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,30-34,53.42653,53.35041,53.50265,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,35-39,48.5526,48.47778,48.62742,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,40-44,43.7242,43.65115,43.79725,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,45-49,38.93094,38.8595,39.00238,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,50-54,34.23138,34.16178,34.30097,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,55-59,29.63652,29.56918,29.70386,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,60-64,25.196,25.1318,25.2602,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,65-69,20.9109,20.85012,20.97168,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,70-74,16.85306,16.79529,16.91082,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,75-79,13.05265,12.99844,13.10686,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,80-84,9.61831,9.56703,9.66958,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,85-89,6.83677,6.78548,6.88806,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000005,F,90plus,4.7613,4.69827,4.82433,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,lessthan1,80.33437,80.24826,80.42049,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,01-04,79.6117,79.52986,79.69353,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,05-09,75.6617,75.5806,75.7428,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,10-14,70.68924,70.60853,70.76994,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,15-19,65.71847,65.63819,65.79874,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,20-24,60.81505,60.736,60.89409,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,25-29,55.96797,55.89075,56.04519,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,30-34,51.11686,51.0412,51.19252,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,35-39,46.30003,46.22612,46.37393,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,40-44,41.52351,41.45158,41.59544,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,45-49,36.80958,36.7396,36.87956,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,50-54,32.17577,32.10775,32.2438,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,55-59,27.65014,27.58432,27.71596,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,60-64,23.28797,23.22506,23.35088,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,65-69,19.18571,19.12631,19.24511,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,70-74,15.28716,15.23008,15.34424,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,75-79,11.71927,11.66534,11.77321,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,80-84,8.57773,8.52552,8.62994,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,85-89,6.06806,6.01294,6.12318,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,M,90plus,4.1995,4.12452,4.27448,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,lessthan1,83.71361,83.63241,83.79481,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,01-04,82.98108,82.90479,83.05737,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,05-09,79.01605,78.94037,79.09172,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,10-14,74.03552,73.96018,74.11086,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,15-19,69.06481,68.98998,69.13963,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,20-24,64.12595,64.05209,64.19981,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,25-29,59.18663,59.11365,59.25961,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,30-34,54.25768,54.18556,54.3298,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,35-39,49.36586,49.29489,49.43684,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,40-44,44.51149,44.44195,44.58102,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,45-49,39.71623,39.64828,39.78419,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,50-54,34.99033,34.92407,35.05659,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,55-59,30.35064,30.2864,30.41489,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,60-64,25.84388,25.78239,25.90536,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,65-69,21.48174,21.42331,21.54017,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,70-74,17.2991,17.24309,17.3551,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,75-79,13.41453,13.36211,13.46695,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,80-84,9.89461,9.84531,9.94391,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,85-89,6.99032,6.94142,7.03921,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000006,F,90plus,4.78925,4.73014,4.84837,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,lessthan1,80.21492,80.13133,80.2985,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,01-04,79.51509,79.43405,79.59614,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,05-09,75.56359,75.48296,75.64422,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,10-14,70.59879,70.51849,70.6791,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,15-19,65.62277,65.54271,65.70283,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,20-24,60.7113,60.63207,60.79053,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,25-29,55.8317,55.75331,55.9101,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,30-34,50.9399,50.86191,51.01788,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,35-39,46.06283,45.98522,46.14045,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,40-44,41.2313,41.15422,41.30837,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,45-49,36.47916,36.40287,36.55545,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,50-54,31.87099,31.79579,31.94619,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,55-59,27.40724,27.33337,27.4811,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,60-64,23.13817,23.06616,23.21018,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,65-69,19.10256,19.03297,19.17215,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,70-74,15.33257,15.26494,15.40021,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,75-79,11.9837,11.91868,12.04872,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,80-84,9.04058,8.97527,9.10589,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,85-89,6.61622,6.54389,6.68855,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,M,90plus,4.87174,4.77172,4.97176,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,lessthan1,84.05795,83.97836,84.13753,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,01-04,83.30992,83.23287,83.38697,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,05-09,79.36202,79.2855,79.43855,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,10-14,74.39356,74.31739,74.46974,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,15-19,69.41837,69.3425,69.49424,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,20-24,64.46772,64.39241,64.54302,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,25-29,59.53204,59.45724,59.60685,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,30-34,54.58767,54.51311,54.66222,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,35-39,49.67238,49.59816,49.74661,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,40-44,44.79089,44.71718,44.8646,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,45-49,39.97338,39.90046,40.04631,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,50-54,35.23484,35.16289,35.3068,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,55-59,30.61376,30.54312,30.6844,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,60-64,26.08493,26.01603,26.15382,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,65-69,21.74704,21.68053,21.81356,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,70-74,17.60687,17.54272,17.67101,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,75-79,13.79142,13.73051,13.85233,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,80-84,10.3251,10.26619,10.384,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,85-89,7.45715,7.39656,7.51774,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000007,F,90plus,5.30781,5.23316,5.38246,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,lessthan1,80.46177,80.39051,80.53302,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,01-04,79.74224,79.67465,79.80982,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,05-09,75.79186,75.72488,75.85885,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,10-14,70.8201,70.75345,70.88676,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,15-19,65.85036,65.78406,65.91665,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,20-24,60.9338,60.86836,60.99925,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,25-29,56.0681,56.0039,56.1323,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,30-34,51.21818,51.15532,51.28105,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,35-39,46.39562,46.33417,46.45706,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,40-44,41.60735,41.54741,41.66728,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,45-49,36.87286,36.81437,36.93135,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,50-54,32.21669,32.15964,32.27375,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,55-59,27.68945,27.6341,27.7448,LE
gregorian-interval/2013-03-31T00:00:00/P3Y,E12000008,M,60-64,23.33949,23.28646,23.39252,LE
