Period,Code,Sex,Age group,Life Expectancy (LE)_,LE Lower CI_,LE Upper CI_,TransformationType
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,85-89,7.03994,6.99035,7.08954,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,E12000009,F,90plus,4.8875,4.82619,4.9488,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,lessthan1,77.92636,77.79208,78.06064,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,01-04,77.24506,77.11807,77.37206,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,05-09,73.2952,73.16935,73.42105,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,10-14,68.32138,68.19614,68.44662,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,15-19,63.36417,63.23986,63.48848,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,20-24,58.456,58.33323,58.57878,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,25-29,53.61988,53.49929,53.74047,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,30-34,48.84232,48.72495,48.9597,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,35-39,44.12112,44.00774,44.2345,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,40-44,39.44297,39.33406,39.55187,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,45-49,34.82832,34.72321,34.93343,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,50-54,30.28271,30.18098,30.38444,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,55-59,25.84106,25.74287,25.93925,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,60-64,21.63704,21.54339,21.73069,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,65-69,17.71498,17.62565,17.80431,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,70-74,14.04001,13.95446,14.12555,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,75-79,10.81722,10.73619,10.89825,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,80-84,7.95486,7.87448,8.03523,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,85-89,5.70477,5.61547,5.79407,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,M,90plus,4.14812,4.01482,4.28142,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,lessthan1,81.59152,81.46909,81.71396,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,01-04,80.81096,80.69472,80.9272,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,05-09,76.8556,76.74062,76.97059,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,10-14,71.88089,71.76664,71.99515,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,15-19,66.89782,66.78402,67.01162,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,20-24,61.94623,61.83345,62.05902,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,25-29,57.01453,56.90288,57.12617,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,30-34,52.11165,52.00164,52.22165,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,35-39,47.25118,47.14345,47.35891,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,40-44,42.45418,42.34961,42.55875,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,45-49,37.72027,37.61864,37.8219,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,50-54,33.01862,32.91955,33.11769,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,55-59,28.48913,28.39362,28.58464,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,60-64,24.09122,24.00008,24.18236,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,65-69,19.89305,19.80633,19.97976,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,70-74,15.90277,15.82071,15.98483,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,75-79,12.30568,12.22944,12.38192,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,80-84,9.12462,9.05223,9.19701,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,85-89,6.55853,6.48412,6.63295,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000001,F,90plus,4.6667,4.57079,4.76262,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,lessthan1,77.88531,77.80266,77.96796,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,01-04,77.27761,77.19997,77.35526,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,05-09,73.34331,73.26652,73.42011,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,10-14,68.37395,68.29756,68.45034,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,15-19,63.41248,63.33656,63.48839,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,20-24,58.51742,58.44257,58.59228,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,25-29,53.66033,53.58668,53.73397,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,30-34,48.8334,48.76117,48.90563,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,35-39,44.05682,43.98636,44.12728,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,40-44,39.37217,39.30406,39.44029,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,45-49,34.79058,34.72469,34.85648,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,50-54,30.2842,30.2204,30.348,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,55-59,25.90518,25.84376,25.96661,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,60-64,21.71842,21.65993,21.77692,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,65-69,17.80244,17.74655,17.85833,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,70-74,14.13913,14.08546,14.19281,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,75-79,10.89078,10.83953,10.94202,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,80-84,8.05153,8.0007,8.10236,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,85-89,5.82902,5.77283,5.8852,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,M,90plus,4.1917,4.11006,4.27335,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,lessthan1,81.71726,81.64053,81.794,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,01-04,81.02425,80.95223,81.09627,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,05-09,77.08486,77.01379,77.15592,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,10-14,72.11635,72.04579,72.18691,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,15-19,67.14484,67.07472,67.21497,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,20-24,62.19301,62.12349,62.26253,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,25-29,57.25464,57.18574,57.32354,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,30-34,52.34027,52.2722,52.40834,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,35-39,47.46097,47.39402,47.52791,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,40-44,42.64221,42.57683,42.70759,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,45-49,37.8855,37.82162,37.94938,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,50-54,33.22205,33.15987,33.28422,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,55-59,28.66882,28.60876,28.72889,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,60-64,24.28403,24.22684,24.34122,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,65-69,20.11788,20.06363,20.17212,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,70-74,16.13951,16.08816,16.19087,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,75-79,12.50341,12.45563,12.55119,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,80-84,9.26481,9.21977,9.30985,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,85-89,6.62584,6.58025,6.67144,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000002,F,90plus,4.65689,4.59937,4.71442,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,lessthan1,78.42589,78.33228,78.5195,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,01-04,77.79128,77.70318,77.87938,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,05-09,73.8501,73.76289,73.93731,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,10-14,68.88961,68.80302,68.9762,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,15-19,63.92373,63.83765,64.00982,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,20-24,59.02907,58.94424,59.1139,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,25-29,54.15614,54.07251,54.23978,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,30-34,49.32723,49.24528,49.40918,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,35-39,44.53954,44.45961,44.61947,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,40-44,39.83276,39.75541,39.91011,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,45-49,35.18713,35.11205,35.26222,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,50-54,30.62162,30.54879,30.69444,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,55-59,26.17315,26.10293,26.24338,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,60-64,21.92328,21.85634,21.99021,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,65-69,17.94101,17.8772,18.00482,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,70-74,14.20251,14.14145,14.26357,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,75-79,10.90463,10.84709,10.96216,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,80-84,7.97938,7.92317,8.03559,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,85-89,5.67663,5.61614,5.73713,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,M,90plus,4.04797,3.96031,4.13562,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,lessthan1,82.17132,82.08207,82.26057,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,01-04,81.52385,81.44085,81.60686,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,05-09,77.58511,77.50321,77.66701,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,10-14,72.61752,72.53622,72.69883,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,15-19,67.64297,67.56212,67.72383,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,20-24,62.70101,62.62098,62.78103,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,25-29,57.76122,57.68188,57.84057,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,30-34,52.84293,52.76452,52.92134,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,35-39,47.98567,47.90884,48.06251,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,40-44,43.14989,43.07475,43.22503,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,45-49,38.39634,38.32303,38.46965,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,50-54,33.69469,33.62325,33.76612,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,55-59,29.1077,29.03867,29.17673,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,60-64,24.69301,24.62731,24.75872,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,65-69,20.43192,20.36941,20.49443,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,70-74,16.38778,16.32857,16.44698,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,75-79,12.66891,12.61398,12.72384,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,80-84,9.35259,9.30088,9.4043,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,85-89,6.62149,6.56964,6.67333,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000003,F,90plus,4.60943,4.54458,4.67429,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,lessthan1,79.16283,79.06252,79.26314,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,01-04,78.55528,78.46182,78.64875,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,05-09,74.59896,74.50626,74.69166,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,10-14,69.63473,69.54266,69.72679,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,15-19,64.67459,64.58318,64.766,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,20-24,59.7496,59.65918,59.84002,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,25-29,54.88058,54.79164,54.96952,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,30-34,50.03171,49.9446,50.11883,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,35-39,45.24613,45.16142,45.33084,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,40-44,40.47908,40.39671,40.56145,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,45-49,35.80563,35.72557,35.88568,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,50-54,31.19961,31.12178,31.27744,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,55-59,26.74258,26.66758,26.81757,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,60-64,22.43178,22.36018,22.50338,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,65-69,18.35587,18.2873,18.42443,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,70-74,14.5331,14.46702,14.59917,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,75-79,11.16036,11.09768,11.22304,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,80-84,8.18921,8.128,8.25043,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,85-89,5.8062,5.74013,5.87228,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,M,90plus,4.18728,4.0915,4.28306,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,lessthan1,82.89473,82.79965,82.98982,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,01-04,82.18101,82.09173,82.27029,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,05-09,78.2407,78.15264,78.32876,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,10-14,73.25579,73.16804,73.34354,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,15-19,68.28204,68.1948,68.36928,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,20-24,63.3309,63.24444,63.41737,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,25-29,58.39058,58.3049,58.47626,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,30-34,53.48024,53.39577,53.56471,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,35-39,48.58684,48.5037,48.66998,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,40-44,43.75895,43.67772,43.84017,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,45-49,38.98351,38.90406,39.06296,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,50-54,34.26074,34.18309,34.33838,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,55-59,29.66263,29.58748,29.73778,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,60-64,25.19111,25.11913,25.26308,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,65-69,20.88384,20.81487,20.9528,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,70-74,16.80967,16.74377,16.87557,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,75-79,13.00534,12.94355,13.06712,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,80-84,9.60398,9.54552,9.66244,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,85-89,6.89663,6.83738,6.95589,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000004,F,90plus,4.85197,4.77763,4.92632,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,lessthan1,78.72568,78.63278,78.81859,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,01-04,78.21753,78.13146,78.3036,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,05-09,74.28166,74.19652,74.36681,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,10-14,69.31564,69.23098,69.40029,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,15-19,64.34702,64.2628,64.43125,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,20-24,59.43888,59.3557,59.52207,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,25-29,54.58085,54.49906,54.66265,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,30-34,49.73627,49.65597,49.81657,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,35-39,44.93154,44.85304,45.01004,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,40-44,40.18756,40.11121,40.2639,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,45-49,35.51868,35.44435,35.59301,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,50-54,30.9451,30.87291,31.01729,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,55-59,26.51357,26.44404,26.58311,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,60-64,22.2907,22.22458,22.35682,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,65-69,18.30075,18.23779,18.36371,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,70-74,14.5683,14.50794,14.62865,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,75-79,11.18756,11.13009,11.24504,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,80-84,8.24333,8.18684,8.29982,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,85-89,5.86644,5.8048,5.92809,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,M,90plus,4.20828,4.11919,4.29738,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,lessthan1,82.7287,82.64016,82.81723,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,01-04,82.1389,82.05714,82.22065,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,05-09,78.1809,78.09985,78.26194,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,10-14,73.21536,73.13491,73.29581,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,15-19,68.24663,68.16669,68.32657,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,20-24,63.30096,63.22176,63.38016,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,25-29,58.36994,58.29155,58.44833,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,30-34,53.45504,53.3776,53.53247,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,35-39,48.55767,48.48131,48.63403,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,40-44,43.72809,43.65339,43.80278,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,45-49,38.92483,38.85153,38.99814,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,50-54,34.2276,34.15608,34.29912,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,55-59,29.64175,29.57261,29.71089,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,60-64,25.22047,25.15454,25.2864,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,65-69,20.93198,20.86905,20.9949,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,70-74,16.85615,16.79615,16.91616,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,75-79,13.09936,13.04308,13.15564,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,80-84,9.71239,9.65892,9.76586,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,85-89,6.9755,6.92107,7.02993,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000005,F,90plus,4.91741,4.84926,4.98556,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,lessthan1,80.19841,80.11069,80.28614,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,01-04,79.52651,79.44368,79.60933,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,05-09,75.58885,75.50695,75.67074,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,10-14,70.61601,70.53453,70.6975,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,15-19,65.64287,65.56178,65.72397,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,20-24,60.73851,60.6586,60.81843,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,25-29,55.87195,55.7936,55.95029,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,30-34,51.02448,50.94775,51.1012,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,35-39,46.20051,46.12548,46.27555,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,40-44,41.41611,41.3429,41.48932,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,45-49,36.69931,36.6279,36.77073,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,50-54,32.06497,31.99543,32.13451,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,55-59,27.54553,27.47829,27.61276,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,60-64,23.19176,23.12753,23.25599,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,65-69,19.06125,18.99986,19.12263,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,70-74,15.15463,15.09561,15.21365,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,75-79,11.63941,11.58369,11.69513,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,80-84,8.5349,8.48053,8.58928,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,85-89,6.06167,6.00322,6.12011,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,M,90plus,4.26907,4.18752,4.35061,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,lessthan1,83.63713,83.55422,83.72004,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,01-04,82.92194,82.84405,82.99983,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,05-09,78.96682,78.88972,79.04392,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,10-14,73.98988,73.9132,74.06656,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,15-19,69.01954,68.94337,69.09572,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,20-24,64.0623,63.98677,64.13784,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,25-29,59.12976,59.05518,59.20435,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,30-34,54.2048,54.13112,54.27847,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,35-39,49.31977,49.24732,49.39223,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,40-44,44.45719,44.38604,44.52834,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,45-49,39.65292,39.58317,39.72266,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,50-54,34.90948,34.84125,34.97771,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,55-59,30.27265,30.20652,30.33878,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,60-64,25.7794,25.71609,25.84272,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,65-69,21.45221,21.39167,21.51274,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,70-74,17.30435,17.24651,17.36219,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,75-79,13.42612,13.37203,13.4802,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,80-84,9.94152,9.89042,9.99262,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,85-89,7.04857,6.9971,7.10005,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000006,F,90plus,4.92639,4.86282,4.98997,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,lessthan1,79.85846,79.7734,79.94353,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,01-04,79.2148,79.13263,79.29698,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,05-09,75.26737,75.18566,75.34909,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,10-14,70.30382,70.22247,70.38517,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,15-19,65.33637,65.25535,65.41739,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,20-24,60.42631,60.34611,60.5065,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,25-29,55.54566,55.46623,55.62509,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,30-34,50.65188,50.57284,50.73091,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,35-39,45.76832,45.68964,45.847,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,40-44,40.94276,40.86465,41.02086,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E12000007,M,45-49,36.20857,36.1313,36.28583,LE
