Period,Code,Sex,age group,Life Expectancy (LE)_,LE Lower CI_,LE Upper CI_,TransformationType
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,01-04,81.60314,81.45742,81.74886,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,05-09,77.64594,77.50135,77.79052,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,10-14,72.67736,72.53365,72.82107,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,15-19,67.69605,67.55282,67.83928,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,20-24,62.75705,62.61516,62.89893,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,25-29,57.83452,57.69419,57.97485,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,30-34,52.92628,52.78756,53.065,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,35-39,48.02573,47.8886,48.16286,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,40-44,43.16141,43.02628,43.29654,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,45-49,38.39621,38.26376,38.52865,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,50-54,33.69663,33.56702,33.82624,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,55-59,29.13857,29.01287,29.26427,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,60-64,24.73837,24.6181,24.85863,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,65-69,20.48466,20.3702,20.59911,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,70-74,16.42575,16.31682,16.53469,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,75-79,12.6506,12.54814,12.75305,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,80-84,9.37854,9.28134,9.47574,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,85-89,6.67291,6.57369,6.77214,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,90plus,4.65238,4.52598,4.77879,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,lessthan1,76.80484,76.70835,76.90134,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,01-04,76.11993,76.02854,76.21132,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,05-09,72.16925,72.07865,72.25985,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,10-14,67.2062,67.1162,67.2962,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,15-19,62.24278,62.15331,62.33225,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,20-24,57.37091,57.28295,57.45887,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,25-29,52.55636,52.47014,52.64257,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,30-34,47.81789,47.7341,47.90167,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,35-39,43.15908,43.07838,43.23978,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,40-44,38.55578,38.47844,38.63312,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,45-49,34.02401,33.94955,34.09848,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,50-54,29.544,29.47196,29.61605,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,55-59,25.19088,25.12141,25.26034,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,60-64,21.07898,21.01274,21.14521,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,65-69,17.20214,17.13877,17.26551,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,70-74,13.63612,13.57535,13.6969,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,75-79,10.53804,10.47997,10.59611,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,80-84,7.81347,7.75541,7.87153,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,85-89,5.65105,5.58595,5.71615,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,M,90plus,4.17672,4.07884,4.27461,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,lessthan1,80.89601,80.80844,80.98359,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,01-04,80.15128,80.06888,80.23369,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,05-09,76.19999,76.11856,76.28142,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,10-14,71.22548,71.14457,71.30639,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,15-19,66.25042,66.16997,66.33086,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,20-24,61.32996,61.25072,61.4092,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,25-29,56.40673,56.32838,56.48509,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,30-34,51.52677,51.44975,51.60379,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,35-39,46.67965,46.60426,46.75504,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,40-44,41.89467,41.82141,41.96794,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,45-49,37.16274,37.09134,37.23413,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,50-54,32.52467,32.45527,32.59407,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,55-59,28.04055,27.97372,28.10737,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,60-64,23.68676,23.62303,23.75048,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,65-69,19.53102,19.47052,19.59152,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,70-74,15.62399,15.56695,15.68102,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,75-79,12.10286,12.04981,12.15591,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,80-84,8.99961,8.94923,9.04999,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,85-89,6.43847,6.38693,6.49001,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,S92000003,F,90plus,4.51297,4.44676,4.57918,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,lessthan1,78.18849,78.06455,78.31243,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,01-04,77.52127,77.40443,77.63811,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,05-09,73.5746,73.45889,73.69031,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,10-14,68.61314,68.49825,68.72803,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,15-19,63.64935,63.53516,63.76355,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,20-24,58.7575,58.64497,58.87003,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,25-29,53.93178,53.82146,54.0421,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,30-34,49.14259,49.03521,49.24998,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,35-39,44.39329,44.28934,44.49725,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,40-44,39.73497,39.63544,39.83449,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,45-49,35.1171,35.02117,35.21304,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,50-54,30.60577,30.51349,30.69805,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,55-59,26.1773,26.08886,26.26574,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,60-64,21.96484,21.88121,22.04846,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,65-69,17.99,17.91049,18.06951,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,70-74,14.24211,14.16599,14.31824,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,75-79,10.95603,10.88389,11.02816,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,80-84,8.032,7.96154,8.10246,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,85-89,5.73408,5.6583,5.80987,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,M,90plus,4.02614,3.91754,4.13474,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,lessthan1,82.21325,82.09727,82.32922,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,01-04,81.49212,81.38331,81.60092,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,05-09,77.54215,77.43462,77.64968,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,10-14,72.56353,72.45655,72.6705,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,15-19,67.60271,67.49667,67.70876,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,20-24,62.65523,62.55019,62.76027,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,25-29,57.72872,57.62484,57.83259,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,30-34,52.81951,52.71715,52.92187,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,35-39,47.97581,47.87594,48.07569,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,40-44,43.15316,43.05588,43.25043,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,45-49,38.39366,38.29889,38.48843,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,50-54,33.72766,33.63571,33.81962,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,55-59,29.17431,29.08581,29.2628,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,60-64,24.76021,24.67593,24.8445,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,65-69,20.54143,20.46118,20.62167,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,70-74,16.52753,16.45127,16.60379,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,75-79,12.83295,12.76173,12.90416,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,80-84,9.53011,9.46291,9.59731,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,85-89,6.80882,6.74145,6.87619,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,W92000004,F,90plus,4.79159,4.70756,4.87563,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,lessthan1,79.43932,79.4098,79.46885,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,01-04,78.7817,78.75379,78.80961,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,05-09,74.83702,74.80937,74.86466,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,10-14,69.86856,69.84106,69.89606,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,15-19,64.90347,64.87613,64.9308,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,20-24,59.99811,59.97115,60.02506,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,25-29,55.13223,55.10572,55.15874,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,30-34,50.28332,50.25726,50.30939,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,35-39,45.46422,45.43865,45.4898,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,40-44,40.70314,40.6782,40.72809,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,45-49,36.02258,35.99829,36.04688,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,50-54,31.43232,31.40869,31.45596,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,55-59,26.95934,26.93647,26.98221,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,60-64,22.67767,22.6558,22.69954,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,65-69,18.64859,18.6278,18.66938,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,70-74,14.83966,14.81963,14.85968,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,75-79,11.4245,11.40551,11.4435,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,80-84,8.41976,8.40116,8.43837,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,85-89,6.01145,5.9914,6.0315,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,M,90plus,4.29338,4.26525,4.32152,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,lessthan1,83.11295,83.08503,83.14087,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,01-04,82.40772,82.38146,82.43399,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,05-09,78.45523,78.42923,78.48123,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,10-14,73.48426,73.45843,73.5101,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,15-19,68.51268,68.487,68.53835,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,20-24,63.56321,63.53778,63.58864,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,25-29,58.62589,58.60071,58.65108,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,30-34,53.70244,53.67752,53.72736,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,35-39,48.81001,48.78543,48.8346,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,40-44,43.96121,43.93708,43.98533,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,45-49,39.17374,39.15012,39.19737,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,50-54,34.46091,34.43783,34.48398,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,55-59,29.85333,29.83095,29.87571,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,60-64,25.38936,25.36793,25.41079,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,65-69,21.09698,21.07658,21.11738,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,70-74,16.98114,16.96163,17.00066,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,75-79,13.181,13.16274,13.19926,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,80-84,9.77119,9.75392,9.78846,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,85-89,6.96531,6.94794,6.98269,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,E92000001,F,90plus,4.87868,4.85729,4.90007,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,lessthan1,79.14655,79.11941,79.17369,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,01-04,78.48651,78.46086,78.51216,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,05-09,74.54066,74.51525,74.56608,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,10-14,69.57285,69.54757,69.59813,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,15-19,64.60872,64.58359,64.63384,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,20-24,59.70716,59.68239,59.73192,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,25-29,54.84779,54.82344,54.87214,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,30-34,50.011,49.98709,50.0349,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,35-39,45.20621,45.1828,45.22962,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,40-44,40.46224,40.43946,40.48503,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,45-49,35.79803,35.77587,35.82019,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,50-54,31.22297,31.20144,31.2445,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,55-59,26.76414,26.74332,26.78497,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,60-64,22.50198,22.48208,22.52188,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,65-69,18.49071,18.47179,18.50963,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,70-74,14.70765,14.68943,14.72587,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,75-79,11.32501,11.30771,11.34231,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,80-84,8.35387,8.3369,8.37084,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,85-89,5.9679,5.94956,5.98624,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,M,90plus,4.27107,4.2452,4.29695,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,lessthan1,82.8591,82.83357,82.88464,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,01-04,82.15023,82.12622,82.17424,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,05-09,78.19653,78.17275,78.2203,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,10-14,73.2249,73.20128,73.24853,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,15-19,68.25313,68.22965,68.27661,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,20-24,63.30621,63.28297,63.32945,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,25-29,58.37141,58.3484,58.39442,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,30-34,53.45143,53.42867,53.47418,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,35-39,48.56404,48.54161,48.58647,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,40-44,43.71852,43.69652,43.74051,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,45-49,38.9381,38.91657,38.95962,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,50-54,34.23279,34.21178,34.25379,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,55-59,29.63865,29.61829,29.659,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,60-64,25.1904,25.17091,25.20988,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,65-69,20.91567,20.89714,20.9342,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,70-74,16.82344,16.80574,16.84115,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,75-79,13.0524,13.03583,13.06897,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,80-84,9.68195,9.66628,9.69762,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,85-89,6.90599,6.89021,6.92178,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,K02000001,F,90plus,4.84063,4.82112,4.86014,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,lessthan1,78.28624,78.11712,78.45537,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,01-04,77.67589,77.51531,77.83648,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,05-09,73.7205,73.56087,73.88014,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,10-14,68.75963,68.60083,68.91843,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,15-19,63.81832,63.66073,63.97592,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,20-24,58.98702,58.83236,59.14167,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,25-29,54.2085,54.05747,54.35954,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,30-34,49.44292,49.29544,49.59039,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,35-39,44.69643,44.55256,44.8403,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,40-44,40.00379,39.86407,40.1435,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,45-49,35.34829,35.21214,35.48445,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,50-54,30.79667,30.66409,30.92925,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,55-59,26.37274,26.24415,26.50133,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,60-64,22.12741,22.00368,22.25113,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,65-69,18.10636,17.98795,18.22478,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,70-74,14.38651,14.27257,14.50045,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,75-79,11.01112,10.9013,11.12095,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,80-84,8.10264,7.99338,8.21189,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,85-89,5.78636,5.66635,5.90636,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,M,90plus,4.17591,4.00141,4.35041,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,lessthan1,82.30924,82.15561,82.46288,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,01-04,81.60644,81.46092,81.75196,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,05-09,77.64906,77.50467,77.79345,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,10-14,72.68177,72.53827,72.82527,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,15-19,67.70717,67.56434,67.85001,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,20-24,62.7779,62.63665,62.91916,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,25-29,57.85619,57.71654,57.99584,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,30-34,52.94833,52.81032,53.08635,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,35-39,48.05787,47.9216,48.19413,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,40-44,43.19657,43.0624,43.33074,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,45-49,38.41928,38.28774,38.55082,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,50-54,33.71057,33.5818,33.83935,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,55-59,29.15608,29.03115,29.281,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,60-64,24.74474,24.62495,24.86453,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,65-69,20.51002,20.39631,20.62374,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,70-74,16.46926,16.3611,16.57741,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,75-79,12.64979,12.54754,12.75203,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,80-84,9.4232,9.32617,9.52023,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,85-89,6.70636,6.60757,6.80515,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,N92000002,F,90plus,4.68052,4.55556,4.80548,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,lessthan1,77.08148,76.98586,77.1771,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,01-04,76.37957,76.28897,76.47018,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,05-09,72.42802,72.33821,72.51784,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,10-14,67.46355,67.37431,67.5528,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,15-19,62.50573,62.41712,62.59433,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,20-24,57.62042,57.53321,57.70763,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,25-29,52.78623,52.7006,52.87186,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,30-34,48.02532,47.94192,48.10873,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,35-39,43.32787,43.24717,43.40857,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,40-44,38.71555,38.63824,38.79287,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,45-49,34.18561,34.11132,34.2599,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,50-54,29.71864,29.64691,29.79038,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,55-59,25.36824,25.29909,25.4374,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,60-64,21.24321,21.17721,21.3092,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,65-69,17.35892,17.29607,17.42178,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,70-74,13.76426,13.70376,13.82476,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,75-79,10.62389,10.56611,10.68167,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,80-84,7.89729,7.8397,7.95488,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,85-89,5.68135,5.61724,5.74546,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,90plus,4.19093,4.09565,4.28621,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,lessthan1,81.07303,80.98601,81.16004,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,01-04,80.33355,80.25202,80.41509,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,05-09,76.37323,76.2925,76.45396,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,10-14,71.39555,71.31527,71.47582,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,15-19,66.42107,66.34129,66.50086,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,20-24,61.49285,61.41419,61.57151,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,25-29,56.57227,56.49453,56.65,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,30-34,51.67795,51.6014,51.75451,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,35-39,46.82786,46.75288,46.90284,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,40-44,42.02157,41.94857,42.09457,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,45-49,37.2999,37.22895,37.37085,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,50-54,32.65451,32.58556,32.72346,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,55-59,28.14673,28.08021,28.21325,LE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,60-64,23.79261,23.72913,23.85609,LE
