Period,Code,Sex,age group,Life Expectancy (LE)_,LE Lower CI_,LE Upper CI_,TransformationType
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,35-39,44.90791,44.8842,44.93162,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,40-44,40.16891,40.14579,40.19203,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,45-49,35.50857,35.48604,35.53111,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,50-54,30.93027,30.90833,30.95221,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,55-59,26.48868,26.46749,26.50987,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,60-64,22.25652,22.23628,22.27675,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,65-69,18.25268,18.23325,18.27212,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,70-74,14.51448,14.49587,14.53309,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,75-79,11.18864,11.17091,11.20638,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,80-84,8.27283,8.25531,8.29036,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,85-89,5.93986,5.92062,5.9591,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,90plus,4.30248,4.27453,4.33043,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,lessthan1,82.61605,82.59008,82.64203,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,01-04,81.92782,81.90342,81.95221,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,05-09,77.97841,77.95428,78.00254,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,10-14,73.00715,72.98317,73.03112,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,15-19,68.03617,68.01234,68.06,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,20-24,63.09263,63.06904,63.11623,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,25-29,58.15998,58.13663,58.18334,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,30-34,53.24336,53.22027,53.26646,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,35-39,48.35615,48.33339,48.37891,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,40-44,43.51476,43.49241,43.5371,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,45-49,38.73636,38.71446,38.75826,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,50-54,34.0389,34.01751,34.06028,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,55-59,29.46375,29.44307,29.48443,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,60-64,25.03173,25.01196,25.0515,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,65-69,20.76691,20.74799,20.78584,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,70-74,16.70574,16.68779,16.7237,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,75-79,12.96656,12.94977,12.98334,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,80-84,9.63685,9.62096,9.65274,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,85-89,6.89965,6.88352,6.91578,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,90plus,4.85779,4.83741,4.87817,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,lessthan1,77.72105,77.54879,77.89331,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,01-04,77.10286,76.93853,77.26719,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,05-09,73.15738,72.99417,73.32058,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,10-14,68.19411,68.03171,68.35651,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,15-19,63.24462,63.08318,63.40607,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,20-24,58.45734,58.29939,58.61528,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,25-29,53.72882,53.57506,53.88258,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,30-34,48.99808,48.84826,49.14791,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,35-39,44.2735,44.12754,44.41947,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,40-44,39.56135,39.4189,39.7038,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,45-49,34.92486,34.78582,35.0639,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,50-54,30.37033,30.23462,30.50605,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,55-59,25.97881,25.84727,26.11034,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,60-64,21.82001,21.69388,21.94613,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,65-69,17.81939,17.69817,17.94061,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,70-74,14.08392,13.96679,14.20105,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,75-79,10.83123,10.71817,10.94429,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,80-84,8.04868,7.93539,8.16197,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,85-89,5.76329,5.63749,5.88909,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,90plus,4.19387,4.00647,4.38127,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,lessthan1,82.13025,81.97264,82.28785,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,01-04,81.47634,81.32772,81.62496,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,05-09,77.51744,77.36989,77.66498,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,10-14,72.54948,72.40283,72.69613,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,15-19,67.57791,67.43196,67.72387,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,20-24,62.64703,62.50255,62.79152,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,25-29,57.73646,57.5937,57.87921,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,30-34,52.82909,52.68791,52.97027,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,35-39,47.935,47.7955,48.07451,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,40-44,43.08722,42.94984,43.22459,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,45-49,38.32436,38.18959,38.45914,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,50-54,33.65576,33.52405,33.78747,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,55-59,29.11509,28.98747,29.24271,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,60-64,24.73153,24.60956,24.8535,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,65-69,20.48316,20.3668,20.59952,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,70-74,16.43796,16.32725,16.54866,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,75-79,12.70858,12.60459,12.81257,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,80-84,9.4011,9.30201,9.5002,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,85-89,6.71695,6.61507,6.81883,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,90plus,4.69968,4.56873,4.83063,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,lessthan1,76.52946,76.43214,76.62678,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,01-04,75.85773,75.7656,75.94987,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,05-09,71.90892,71.8176,72.00023,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,10-14,66.95381,66.86323,67.0444,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,15-19,61.98424,61.89408,62.0744,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,20-24,57.12426,57.03569,57.21283,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,25-29,52.33148,52.24487,52.41809,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,30-34,47.61478,47.53081,47.69874,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,35-39,42.96584,42.88511,43.04657,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,40-44,38.36486,38.28736,38.44236,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,45-49,33.81801,33.74318,33.89284,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,50-54,29.33451,29.26203,29.407,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,55-59,25.00137,24.93155,25.07118,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,60-64,20.90805,20.84153,20.97457,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,65-69,17.06037,16.99654,17.12421,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,70-74,13.52587,13.46497,13.58677,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,75-79,10.44061,10.38228,10.49893,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,80-84,7.75183,7.69334,7.81032,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,85-89,5.63423,5.56849,5.69997,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,90plus,4.10018,4.0011,4.19927,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,lessthan1,80.74244,80.65423,80.83065,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,01-04,80.00336,79.92028,80.08643,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,05-09,76.05235,75.97026,76.13444,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,10-14,71.07911,70.99757,71.16066,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,15-19,66.10508,66.024,66.18616,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,20-24,61.18796,61.10809,61.26783,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,25-29,56.27693,56.1981,56.35577,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,30-34,51.40264,51.3252,51.48008,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,35-39,46.5634,46.48771,46.63909,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,40-44,41.77574,41.70204,41.84945,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,45-49,37.05133,36.97948,37.12317,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,50-54,32.4137,32.34382,32.48358,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,55-59,27.93387,27.86661,28.00112,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,60-64,23.5807,23.51657,23.64482,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,65-69,19.44923,19.38825,19.51021,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,70-74,15.57667,15.51948,15.63385,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,75-79,12.06301,12.00976,12.11625,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,80-84,8.96926,8.91862,9.0199,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,85-89,6.44512,6.39322,6.49701,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,90plus,4.48946,4.4225,4.55642,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,lessthan1,78.09643,77.97153,78.22134,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,01-04,77.45452,77.33712,77.57191,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,05-09,73.49729,73.3808,73.61379,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,10-14,68.53512,68.41944,68.65079,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,15-19,63.57534,63.46041,63.69027,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,20-24,58.70234,58.58932,58.81535,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,25-29,53.89951,53.78903,54.00998,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,30-34,49.09372,48.98597,49.20147,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,35-39,44.36625,44.2623,44.4702,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,40-44,39.68981,39.58985,39.78977,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,45-49,35.06616,34.96963,35.16269,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,50-54,30.53119,30.43808,30.62431,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,55-59,26.10636,26.01715,26.19558,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,60-64,21.90141,21.81695,21.98586,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,65-69,17.90672,17.82592,17.98753,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,70-74,14.18696,14.10979,14.26414,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,75-79,10.9168,10.84345,10.99016,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,80-84,8.03185,7.95986,8.10385,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,85-89,5.72998,5.65173,5.80824,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,90plus,4.09912,3.98438,4.21386,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,lessthan1,82.10745,81.991,82.22389,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,01-04,81.38595,81.27653,81.49536,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,05-09,77.43641,77.32829,77.54453,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,10-14,72.45981,72.35231,72.56732,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,15-19,67.49251,67.38575,67.59927,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,20-24,62.55071,62.44504,62.65639,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,25-29,57.62912,57.5247,57.73355,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,30-34,52.73506,52.6324,52.83772,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,35-39,47.88288,47.78261,47.98315,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,40-44,43.05989,42.96207,43.1577,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,45-49,38.3032,38.20784,38.39857,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,50-54,33.65518,33.56275,33.74761,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,55-59,29.10797,29.0191,29.19683,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,60-64,24.67427,24.58945,24.7591,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,65-69,20.45484,20.37381,20.53587,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,70-74,16.43206,16.3552,16.50893,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,75-79,12.76788,12.69612,12.83964,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,80-84,9.5012,9.43335,9.56906,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,85-89,6.82209,6.75359,6.89059,LE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,90plus,4.83426,4.74735,4.92117,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,lessthan1,79.29259,79.26285,79.32234,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,01-04,78.65998,78.63194,78.68803,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,05-09,74.71611,74.68833,74.74388,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,10-14,69.74833,69.72071,69.77595,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,15-19,64.7815,64.75404,64.80896,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,20-24,59.87541,59.84832,59.90251,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,25-29,55.00879,54.98213,55.03545,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,30-34,50.15906,50.13284,50.18527,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,35-39,45.33903,45.31331,45.36475,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,40-44,40.57983,40.55473,40.60493,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,45-49,35.90083,35.87635,35.92531,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,50-54,31.30603,31.28219,31.32986,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,55-59,26.83913,26.81607,26.86218,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,60-64,22.56951,22.54749,22.59154,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,65-69,18.54003,18.51897,18.56109,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,70-74,14.74575,14.72551,14.76598,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,75-79,11.3615,11.34231,11.38069,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,80-84,8.37583,8.357,8.39465,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,85-89,5.98722,5.96682,6.00763,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,90plus,4.28091,4.25199,4.30983,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,lessthan1,83.01703,82.98899,83.04508,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,01-04,82.3147,82.2883,82.3411,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,05-09,78.36486,78.33874,78.39097,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,10-14,73.39221,73.36626,73.41817,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,15-19,68.42022,68.39442,68.44602,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,20-24,63.46775,63.44217,63.49332,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,25-29,58.53099,58.50566,58.55632,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,30-34,53.60818,53.58311,53.63324,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,35-39,48.71525,48.69052,48.73998,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,40-44,43.86372,43.83944,43.88801,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,45-49,39.07424,39.05043,39.09804,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,50-54,34.36279,34.33953,34.38606,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,55-59,29.76163,29.73909,29.78417,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,60-64,25.30728,25.28571,25.32885,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,65-69,21.01878,20.99818,21.03938,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,70-74,16.91922,16.89958,16.93886,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,75-79,13.13157,13.11322,13.14993,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,80-84,9.73999,9.72265,9.75733,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,85-89,6.94915,6.93166,6.96665,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,90plus,4.87532,4.85359,4.89705,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,lessthan1,78.98038,78.95304,79.00773,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,01-04,78.34193,78.31614,78.36773,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,05-09,74.39714,74.37158,74.42269,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,10-14,69.43001,69.4046,69.45542,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,15-19,64.46433,64.43906,64.48959,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,20-24,59.56514,59.54023,59.59005,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,25-29,54.70783,54.68334,54.73231,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,30-34,49.87333,49.84929,49.89736,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,35-39,45.07159,45.04806,45.09513,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,40-44,40.33075,40.30783,40.35367,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,45-49,35.66828,35.64597,35.6906,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,50-54,31.08868,31.06697,31.11038,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,55-59,26.63609,26.61511,26.65707,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,60-64,22.38686,22.36683,22.40689,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,65-69,18.37663,18.35748,18.39578,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,70-74,14.6071,14.5887,14.62549,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,75-79,11.25722,11.23976,11.27469,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,80-84,8.30369,8.28654,8.32085,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,85-89,5.94124,5.92259,5.95988,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,90plus,4.25656,4.22998,4.28314,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,lessthan1,82.75897,82.73331,82.78464,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,01-04,82.05253,82.02837,82.07668,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,05-09,78.10231,78.07841,78.12621,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,10-14,73.12936,73.10561,73.15311,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,15-19,68.15735,68.13374,68.18095,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,20-24,63.20823,63.18484,63.23162,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,25-29,58.2736,58.25044,58.29676,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,30-34,53.35538,53.33248,53.37828,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,35-39,48.46803,48.44546,48.4906,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,40-44,43.62291,43.60077,43.64506,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,45-49,38.84063,38.81894,38.86232,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,50-54,34.1385,34.11732,34.15969,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,55-59,29.55235,29.53184,29.57285,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,60-64,25.11162,25.09201,25.13123,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,65-69,20.8405,20.82179,20.85922,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,70-74,16.76449,16.74666,16.78231,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,75-79,13.00923,12.99258,13.02588,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,80-84,9.65507,9.63934,9.67081,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,85-89,6.89274,6.87684,6.90863,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,90plus,4.83742,4.81761,4.85724,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,lessthan1,78.02148,77.85218,78.19077,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,01-04,77.38241,77.22085,77.54397,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,05-09,73.43077,73.27022,73.59132,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,10-14,68.46285,68.30299,68.6227,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,15-19,63.51837,63.35962,63.67711,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,20-24,58.71583,58.56045,58.8712,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,25-29,53.94028,53.78849,54.09207,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,30-34,49.20722,49.05944,49.355,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,35-39,44.46945,44.3254,44.6135,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,40-44,39.75428,39.61393,39.89462,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,45-49,35.11257,34.97577,35.24937,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,50-54,30.54715,30.41373,30.68058,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,55-59,26.13315,26.0038,26.2625,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,60-64,21.92844,21.80427,22.05261,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,65-69,17.95174,17.83296,18.07052,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,70-74,14.20319,14.08873,14.31766,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,75-79,10.86415,10.75409,10.97422,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,80-84,8.0365,7.92716,8.14584,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,85-89,5.69217,5.57236,5.81198,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,90plus,4.12476,3.94767,4.30185,LE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,F,lessthan1,82.30416,82.15042,82.45789,LE
