Period,Code,Sex,age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,85-89,2.43571,2.16653,2.70488,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,M,90plus,1.73403,1.46642,2.00164,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,lessthan1,63.24077,62.82333,63.65821,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,01-04,62.48269,62.06409,62.90129,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,05-09,58.68523,58.26958,59.10087,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,10-14,53.96022,53.55041,54.37002,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,15-19,49.29501,48.89237,49.69765,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,20-24,44.75579,44.36216,45.14941,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,25-29,40.31666,39.93413,40.69919,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,30-34,35.98905,35.61807,36.36003,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,35-39,31.79318,31.43256,32.1538,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,40-44,27.7496,27.39914,28.10007,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,45-49,23.89301,23.55396,24.23207,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,50-54,20.224,19.89365,20.55436,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,55-59,16.80129,16.48053,17.12206,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,60-64,13.63362,13.32186,13.94539,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,65-69,10.69898,10.39329,11.00466,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,70-74,8.05858,7.75459,8.36256,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,75-79,5.81747,5.50725,6.12769,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,80-84,4.00824,3.72324,4.29323,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,85-89,2.65264,2.41283,2.89245,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,S92000003,F,90plus,1.73823,1.50728,1.96918,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,lessthan1,61.51802,61.10129,61.93476,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,01-04,60.82566,60.40747,61.24386,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,05-09,57.06513,56.65184,57.47842,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,10-14,52.36783,51.96334,52.77231,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,15-19,47.7028,47.30855,48.09706,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,20-24,43.13525,42.75271,43.51779,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,25-29,38.69488,38.3228,39.06696,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,30-34,34.37599,34.0141,34.73788,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,35-39,30.18183,29.83371,30.52994,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,40-44,26.15709,25.82329,26.49089,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,45-49,22.30862,21.98782,22.62942,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,50-54,18.6642,18.35581,18.9726,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,55-59,15.23965,14.94386,15.53545,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,60-64,12.16597,11.88179,12.45015,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,65-69,9.45187,9.17609,9.72765,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,70-74,7.03032,6.75555,7.30509,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,75-79,5.00577,4.72452,5.28701,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,80-84,3.37681,3.11199,3.64163,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,85-89,2.16155,1.94447,2.37864,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,M,90plus,1.35568,1.15447,1.55689,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,lessthan1,62.50727,62.08361,62.93092,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,01-04,61.75628,61.33142,62.18114,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,05-09,57.97276,57.55092,58.39461,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,10-14,53.26436,52.84826,53.68047,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,15-19,48.61684,48.20763,49.02604,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,20-24,44.06415,43.66342,44.46487,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,25-29,39.62195,39.23163,40.01226,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,30-34,35.29187,34.91114,35.67261,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,35-39,31.10656,30.7362,31.47693,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,40-44,27.06031,26.703,27.41761,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,45-49,23.20868,22.86265,23.55471,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,50-54,19.56397,19.22918,19.89875,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,55-59,16.17155,15.84833,16.49477,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,60-64,13.0629,12.7512,13.37459,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,65-69,10.22288,9.91962,10.52615,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,70-74,7.68032,7.38013,7.98051,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,75-79,5.50517,5.20579,5.80455,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,80-84,3.72186,3.44902,3.99469,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,85-89,2.38337,2.15691,2.60982,HLE
gregorian-interval/2012-03-31T00:00:00/P3Y,W92000004,F,90plus,1.4708,1.25733,1.68426,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,lessthan1,63.37512,63.21379,63.53646,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,01-04,62.6899,62.52796,62.85185,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,05-09,58.92467,58.76392,59.08541,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,10-14,54.20845,54.04987,54.36702,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,15-19,49.52639,49.37026,49.68252,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,20-24,44.93493,44.78152,45.08834,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,25-29,40.4475,40.29712,40.59787,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,30-34,36.04524,35.89818,36.19231,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,35-39,31.75486,31.61133,31.8984,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,40-44,27.61857,27.4786,27.75854,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,45-49,23.66425,23.52777,23.80073,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,50-54,19.91033,19.77727,20.04339,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,55-59,16.39626,16.2669,16.52562,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,60-64,13.18512,13.05992,13.31033,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,65-69,10.30815,10.1858,10.4305,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,70-74,7.7173,7.59548,7.83912,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,75-79,5.51595,5.39272,5.63918,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,80-84,3.72663,3.60874,3.84451,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,85-89,2.40282,2.30516,2.50049,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,M,90plus,1.51805,1.42575,1.61035,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,lessthan1,64.06323,63.88906,64.23739,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,01-04,63.34332,63.16864,63.51799,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,05-09,59.62309,59.44992,59.79626,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,10-14,54.96129,54.7907,55.13188,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,15-19,50.32569,50.15791,50.49346,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,20-24,45.78471,45.62034,45.94908,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,25-29,41.33147,41.17047,41.49248,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,30-34,36.94489,36.78698,37.10281,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,35-39,32.65201,32.49692,32.80711,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,40-44,28.50507,28.35332,28.65683,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,45-49,24.52918,24.38056,24.6778,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,50-54,20.74596,20.60073,20.89119,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,55-59,17.19824,17.05658,17.3399,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,60-64,13.9133,13.77548,14.05113,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,65-69,10.84821,10.71354,10.98287,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,70-74,8.06782,7.93464,8.201,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,75-79,5.69934,5.56699,5.83169,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,80-84,3.80472,3.68399,3.92545,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,85-89,2.43725,2.33695,2.53756,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,E92000001,F,90plus,1.54095,1.44611,1.63579,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,lessthan1,63.09177,62.94756,63.23598,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,01-04,62.40495,62.2602,62.5497,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,05-09,58.64167,58.498,58.78534,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,10-14,53.9301,53.78838,54.07182,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,15-19,49.25355,49.11404,49.39306,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,20-24,44.67089,44.53383,44.80796,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,25-29,40.19377,40.05942,40.32812,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,30-34,35.80692,35.67553,35.9383,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,35-39,31.53455,31.40636,31.66274,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,40-44,27.41807,27.29323,27.54291,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,45-49,23.48461,23.36288,23.60634,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,50-54,19.74976,19.63105,19.86846,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,55-59,16.25339,16.13793,16.36885,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,60-64,13.06277,12.95079,13.17476,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,65-69,10.20903,10.0992,10.31887,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,70-74,7.64402,7.53407,7.75397,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,75-79,5.4688,5.35651,5.58108,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,80-84,3.70203,3.59478,3.80928,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,85-89,2.39195,2.30309,2.4808,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,M,90plus,1.51907,1.43502,1.60312,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,lessthan1,63.81549,63.66033,63.97066,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,01-04,63.09416,62.93854,63.24977,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,05-09,59.37529,59.22103,59.52955,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,10-14,54.71615,54.56421,54.86808,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,15-19,50.08473,49.93533,50.23412,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,20-24,45.54742,45.40107,45.69376,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,25-29,41.09733,40.95401,41.24066,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,30-34,36.71931,36.57883,36.85979,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,35-39,32.44036,32.30251,32.57822,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,40-44,28.30815,28.17335,28.44296,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,45-49,24.34889,24.21696,24.48082,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,50-54,20.58374,20.45482,20.71267,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,55-59,17.05798,16.93214,17.18382,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,60-64,13.79766,13.67504,13.92028,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,65-69,10.76149,10.64142,10.88156,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,70-74,8.01423,7.89513,8.13332,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,75-79,5.67309,5.55405,5.79213,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,80-84,3.79667,3.68848,3.90486,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,85-89,2.43334,2.34347,2.5232,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,K02000001,F,90plus,1.53633,1.45142,1.62124,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,lessthan1,61.45906,60.5961,62.32203,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,01-04,60.84182,59.97434,61.70931,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,05-09,57.06114,56.19924,57.92304,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,10-14,52.34491,51.49413,53.19569,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,15-19,47.68145,46.84374,48.51916,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,20-24,43.14316,42.31968,43.96664,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,25-29,38.75391,37.94446,39.56337,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,30-34,34.45279,33.65918,35.2464,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,35-39,30.26292,29.48924,31.03661,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,40-44,26.24211,25.50203,26.9822,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,45-49,22.4021,21.68402,23.12018,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,50-54,18.79025,18.09109,19.4894,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,55-59,15.44219,14.77966,16.10472,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,60-64,12.38031,11.74964,13.01099,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,65-69,9.71874,9.10571,10.33177,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,70-74,7.3431,6.74318,7.94302,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,75-79,5.29554,4.70472,5.88636,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,80-84,3.629,3.05882,4.19917,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,85-89,2.41234,1.93818,2.88651,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,M,90plus,1.58111,1.13324,2.02899,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,lessthan1,61.94956,61.07115,62.82797,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,01-04,61.22847,60.34674,62.11019,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,05-09,57.39005,56.51188,58.26823,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,10-14,52.61831,51.74732,53.48929,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,15-19,47.89265,47.03095,48.75435,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,20-24,43.28772,42.4377,44.13775,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,25-29,38.79473,37.96563,39.62383,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,30-34,34.4019,33.5901,35.2137,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,35-39,30.15796,29.36834,30.94758,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,40-44,26.08663,25.32001,26.85325,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,45-49,22.23993,21.4952,22.98466,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,50-54,18.62065,17.89762,19.34367,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,55-59,15.28542,14.58109,15.98975,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,60-64,12.23277,11.55854,12.90699,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,65-69,9.49042,8.83768,10.14315,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,70-74,7.04942,6.42421,7.67463,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,75-79,4.94005,4.34004,5.54005,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,80-84,3.28726,2.77767,3.79686,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,85-89,2.04089,1.62532,2.45647,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,N92000002,F,90plus,1.20089,0.8212,1.58058,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,lessthan1,61.83055,61.41904,62.24206,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,01-04,61.10593,60.69325,61.51861,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,05-09,57.38274,56.97448,57.79099,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,10-14,52.71476,52.31409,53.11544,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,15-19,48.07397,47.68145,48.46649,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,20-24,43.53219,43.14849,43.91589,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,25-29,39.08666,38.71271,39.46062,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,30-34,34.75607,34.39292,35.11921,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,35-39,30.56667,30.21258,30.92076,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,40-44,26.55299,26.21237,26.89361,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,45-49,22.7232,22.39317,23.05323,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,50-54,19.04828,18.72939,19.36716,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,55-59,15.60617,15.29567,15.91667,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,60-64,12.49039,12.18747,12.79331,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,65-69,9.7321,9.43353,10.03067,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,70-74,7.28348,6.97982,7.58713,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,75-79,5.24876,4.92939,5.56814,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,80-84,3.60093,3.2994,3.90246,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,85-89,2.38001,2.12939,2.63063,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,M,90plus,1.62746,1.38469,1.87023,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,lessthan1,62.73895,62.28621,63.19168,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,01-04,62.0142,61.56043,62.46796,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,05-09,58.35508,57.90773,58.80243,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,10-14,53.7682,53.33165,54.20476,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,15-19,49.21768,48.7928,49.64257,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,20-24,44.76155,44.35,45.17309,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,25-29,40.37496,39.97435,40.77557,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,30-34,36.08101,35.69372,36.46829,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,35-39,31.91135,31.53508,32.28761,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,40-44,27.88468,27.51993,28.24942,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,45-49,24.02045,23.66769,24.37321,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,50-54,20.34674,20.00365,20.68983,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,55-59,16.89999,16.56687,17.2331,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,60-64,13.70719,13.38166,14.03272,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,65-69,10.73914,10.42053,11.05776,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,70-74,8.07848,7.75995,8.39701,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,75-79,5.81405,5.48943,6.13868,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,80-84,3.97786,3.6786,4.27713,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,85-89,2.59478,2.34494,2.84463,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,S92000003,F,90plus,1.65741,1.42095,1.89387,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,lessthan1,61.48516,61.06209,61.90822,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,01-04,60.78457,60.36,61.20913,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,05-09,57.01111,56.59068,57.43154,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,10-14,52.31366,51.90087,52.72644,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,15-19,47.65467,47.25107,48.05826,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,20-24,43.11067,42.71767,43.50366,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,25-29,38.67735,38.29448,39.06021,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,30-34,34.38969,34.01753,34.76186,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,35-39,30.23391,29.8745,30.59332,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,40-44,26.23401,25.89159,26.57644,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,45-49,22.42076,22.09075,22.75077,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,50-54,18.81317,18.4947,19.13164,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,55-59,15.42388,15.11813,15.72964,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,60-64,12.352,12.05972,12.64429,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,65-69,9.63383,9.34983,9.91782,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,70-74,7.20323,6.91843,7.48803,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,75-79,5.14946,4.85698,5.44194,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,80-84,3.50521,3.2262,3.78423,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,85-89,2.24092,2.01263,2.46922,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,M,90plus,1.39351,1.18253,1.60449,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,lessthan1,62.63713,62.20731,63.06696,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,01-04,61.88249,61.4516,62.31339,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,05-09,58.13087,57.70396,58.55779,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,10-14,53.45231,53.0326,53.87202,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,15-19,48.83192,48.42057,49.24328,HLE
gregorian-interval/2013-03-31T00:00:00/P3Y,W92000004,F,20-24,44.294,43.89258,44.69543,HLE
