Period,Code,Sex,age group,Healthy Life Expectancy (HLE) _,HLE Lower CI_,HLE Upper CI_,TransformationType
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,05-09,58.40909,58.27393,58.54426,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,10-14,53.67146,53.53799,53.80493,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,15-19,48.96556,48.83404,49.09708,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,20-24,44.35987,44.23051,44.48924,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,25-29,39.86983,39.74278,39.99688,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,30-34,35.46389,35.33985,35.58794,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,35-39,31.17207,31.05098,31.29315,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,40-44,27.03721,26.91921,27.1552,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,45-49,23.08748,22.97252,23.20244,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,50-54,19.33397,19.22225,19.44569,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,55-59,15.84377,15.73567,15.95187,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,60-64,12.68741,12.58316,12.79167,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,65-69,9.86141,9.75974,9.96307,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,70-74,7.34075,7.24073,7.44077,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,75-79,5.22809,5.12688,5.3293,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,80-84,3.52538,3.42983,3.62093,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,85-89,2.28733,2.20797,2.3667,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,M,90plus,1.49702,1.42029,1.57375,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,lessthan1,63.79798,63.65435,63.94161,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,01-04,63.0894,62.9453,63.2335,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,05-09,59.33825,59.19525,59.48125,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,10-14,54.64073,54.49968,54.78177,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,15-19,49.9767,49.83785,50.11554,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,20-24,45.40501,45.26884,45.54118,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,25-29,40.92327,40.78982,41.05671,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,30-34,36.52482,36.39442,36.65523,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,35-39,32.23461,32.10701,32.36221,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,40-44,28.09614,27.97166,28.22062,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,45-49,24.13599,24.01445,24.25753,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,50-54,20.37881,20.26045,20.49717,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,55-59,16.87052,16.75591,16.98512,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,60-64,13.63215,13.52163,13.74267,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,65-69,10.63294,10.52539,10.7405,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,70-74,7.93706,7.83235,8.04176,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,75-79,5.64062,5.53784,5.7434,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,80-84,3.79279,3.69998,3.88559,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,85-89,2.43546,2.35788,2.51305,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,K02000001,F,90plus,1.53006,1.45597,1.60415,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,lessthan1,61.09093,60.24776,61.9341,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,01-04,60.45521,59.60857,61.30185,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,05-09,56.76666,55.93078,57.60255,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,10-14,52.1166,51.29762,52.93558,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,15-19,47.46362,46.66104,48.2662,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,20-24,42.93183,42.14391,43.71976,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,25-29,38.49691,37.71787,39.27595,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,30-34,34.10768,33.33972,34.87565,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,35-39,29.79219,29.03888,30.54551,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,40-44,25.63135,24.89782,26.36488,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,45-49,21.68055,20.96066,22.40043,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,50-54,17.95108,17.24888,18.65327,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,55-59,14.56387,13.88073,15.24702,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,60-64,11.54622,10.88378,12.20866,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,65-69,8.90635,8.2618,9.55091,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,70-74,6.56911,5.93669,7.20153,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,75-79,4.63781,4.00221,5.27341,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,80-84,3.11631,2.48106,3.75157,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,85-89,2.01399,1.49268,2.5353,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,M,90plus,1.32465,0.82391,1.8254,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,lessthan1,62.34716,61.51735,63.17697,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,01-04,61.63845,60.80533,62.47157,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,05-09,57.79699,56.96684,58.62714,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,10-14,53.00539,52.18105,53.82974,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,15-19,48.24784,47.43055,49.06512,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,20-24,43.60197,42.79392,44.41001,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,25-29,39.08792,38.29178,39.88405,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,30-34,34.65263,33.86892,35.43634,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,35-39,30.3386,29.56949,31.10771,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,40-44,26.2105,25.45797,26.96304,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,45-49,22.3265,21.59147,23.06152,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,50-54,18.68574,17.97004,19.40145,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,55-59,15.34345,14.65056,16.03634,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,60-64,12.30736,11.64311,12.97162,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,65-69,9.52809,8.89051,10.16568,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,70-74,7.04569,6.43782,7.65356,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,75-79,4.94557,4.36319,5.52795,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,80-84,3.28952,2.75833,3.82071,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,85-89,2.09195,1.65379,2.5301,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,N92000002,F,90plus,1.30272,0.89135,1.71409,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,lessthan1,61.38009,61.0038,61.75638,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,01-04,60.68333,60.3056,61.06105,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,05-09,56.89729,56.52251,57.27208,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,10-14,52.17307,51.80362,52.54252,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,15-19,47.4699,47.10667,47.83312,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,20-24,42.90293,42.54656,43.2593,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,25-29,38.45789,38.1087,38.80709,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,30-34,34.15342,33.81397,34.49287,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,35-39,29.99814,29.66895,30.32734,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,40-44,25.99877,25.68091,26.31663,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,45-49,22.15521,21.84674,22.46369,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,50-54,18.48028,18.18047,18.78008,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,55-59,15.07593,14.78501,15.36686,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,60-64,12.01534,11.7322,12.29848,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,65-69,9.32114,9.0403,9.60198,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,70-74,6.94443,6.66214,7.22671,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,75-79,4.97756,4.6823,5.27281,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,80-84,3.39869,3.10048,3.6969,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,85-89,2.25985,2.00992,2.50978,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,M,90plus,1.5355,1.29317,1.77783,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,lessthan1,62.82323,62.42739,63.21906,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,01-04,62.07767,61.68077,62.47458,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,05-09,58.33278,57.93923,58.72633,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,10-14,53.65314,53.2657,54.04059,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,15-19,49.01573,48.63534,49.39612,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,20-24,44.50096,44.129,44.87291,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,25-29,40.07547,39.71269,40.43825,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,30-34,35.76053,35.40776,36.11331,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,35-39,31.5644,31.22134,31.90746,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,40-44,27.52191,27.18971,27.8541,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,45-49,23.65035,23.32774,23.97295,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,50-54,19.97304,19.65916,20.28693,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,55-59,16.55652,16.25376,16.85928,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,60-64,13.38242,13.08948,13.67537,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,65-69,10.46195,10.17534,10.74855,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,70-74,7.85448,7.57156,8.1374,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,75-79,5.63995,5.35195,5.92794,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,80-84,3.85469,3.59243,4.11695,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,85-89,2.53607,2.31544,2.7567,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,S92000003,F,90plus,1.6251,1.41622,1.83397,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,lessthan1,61.53181,61.15118,61.91244,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,01-04,60.8424,60.46014,61.22466,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,05-09,57.00908,56.6289,57.38926,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,10-14,52.24212,51.86613,52.61811,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,15-19,47.52337,47.15257,47.89418,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,20-24,42.92571,42.56082,43.2906,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,25-29,38.4683,38.11047,38.82613,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,30-34,34.10376,33.75666,34.45086,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,35-39,29.90083,29.56586,30.2358,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,40-44,25.8606,25.53804,26.18316,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,45-49,21.98861,21.67878,22.29844,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,50-54,18.32246,18.02467,18.62024,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,55-59,14.90702,14.62242,15.19163,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,60-64,11.86622,11.59366,12.13877,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,65-69,9.18281,8.91778,9.44783,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,70-74,6.80621,6.54594,7.06649,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,75-79,4.83966,4.57688,5.10244,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,80-84,3.26317,3.01383,3.51252,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,85-89,2.11008,1.90525,2.31491,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,M,90plus,1.38011,1.1861,1.57412,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,lessthan1,62.23247,61.82781,62.63713,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,01-04,61.47774,61.07186,61.88363,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,05-09,57.66931,57.26586,58.07276,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,10-14,52.9203,52.52185,53.31875,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,15-19,48.23571,47.84348,48.62794,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,20-24,43.65615,43.27189,44.0404,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,25-29,39.19625,38.82288,39.56961,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,30-34,34.86057,34.49867,35.22248,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,35-39,30.66215,30.3109,31.01339,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,40-44,26.62007,26.28079,26.95935,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,45-49,22.77078,22.44211,23.09946,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,50-54,19.1524,18.83622,19.46858,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,55-59,15.78178,15.47955,16.084,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,60-64,12.68263,12.3929,12.97235,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,65-69,9.86633,9.5858,10.14686,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,70-74,7.35306,7.08108,7.62504,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,75-79,5.2387,4.97181,5.5056,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,80-84,3.53147,3.2938,3.76914,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,85-89,2.27002,2.07191,2.46813,HLE
gregorian-interval/2010-03-31T00:00:00/P3Y,W92000004,F,90plus,1.42364,1.23445,1.61283,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,lessthan1,63.18446,63.0261,63.34283,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,01-04,62.52026,62.36124,62.67929,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,05-09,58.74598,58.58814,58.90382,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,10-14,54.0204,53.86475,54.17605,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,15-19,49.32881,49.17566,49.48195,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,20-24,44.73149,44.58117,44.88182,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,25-29,40.2375,40.09006,40.38493,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,30-34,35.83199,35.68782,35.97615,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,35-39,31.53927,31.39839,31.68014,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,40-44,27.4044,27.26732,27.54149,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,45-49,23.45444,23.32075,23.58813,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,50-54,19.70212,19.57215,19.83209,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,55-59,16.19925,16.07345,16.32504,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,60-64,13.00818,12.88691,13.12944,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,65-69,10.14349,10.02515,10.26183,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,70-74,7.57718,7.46039,7.69397,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,75-79,5.41882,5.301,5.53664,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,80-84,3.65897,3.548,3.76994,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,85-89,2.36367,2.27155,2.45579,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,M,90plus,1.50496,1.41713,1.59279,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,lessthan1,63.8406,63.67279,64.00841,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,01-04,63.12219,62.95386,63.29051,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,05-09,59.37921,59.21217,59.54624,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,10-14,54.68823,54.52346,54.853,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,15-19,50.02676,49.8645,50.18902,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,20-24,45.45918,45.30003,45.61833,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,25-29,40.98799,40.83202,41.14397,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,30-34,36.58743,36.43452,36.74034,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,35-39,32.28521,32.13545,32.43498,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,40-44,28.13088,27.98451,28.27724,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,45-49,24.15397,24.01089,24.29705,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,50-54,20.37912,20.23956,20.51868,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,55-59,16.84995,16.71442,16.98548,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,60-64,13.59713,13.46605,13.72821,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,65-69,10.56155,10.43393,10.68916,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,70-74,7.82194,7.69673,7.94716,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,75-79,5.5002,5.37697,5.62343,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,80-84,3.65519,3.54362,3.76676,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,85-89,2.33114,2.23844,2.42384,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,E92000001,F,90plus,1.47528,1.38695,1.56361,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,lessthan1,62.89614,62.75561,63.03668,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,01-04,62.22407,62.08296,62.36518,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,05-09,58.43943,58.29931,58.57955,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,10-14,53.70635,53.56809,53.84461,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,15-19,49.01063,48.87453,49.14673,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,20-24,44.41589,44.28223,44.54954,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,25-29,39.92951,39.79837,40.06066,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,30-34,35.53777,35.4095,35.66605,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,35-39,31.26225,31.13695,31.38756,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,40-44,27.14689,27.025,27.26877,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,45-49,23.21582,23.09696,23.33469,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,50-54,19.48131,19.36569,19.59694,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,55-59,15.99823,15.88613,16.11033,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,60-64,12.83475,12.72645,12.94305,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,65-69,10.00131,9.89522,10.10741,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,70-74,7.46477,7.35951,7.57004,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,75-79,5.33759,5.23038,5.4448,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,80-84,3.6067,3.50553,3.70787,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,85-89,2.33652,2.25255,2.42049,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,M,90plus,1.50195,1.42173,1.58217,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,lessthan1,63.66743,63.51814,63.81672,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,01-04,62.94466,62.79492,63.09441,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,05-09,59.19682,59.04818,59.34545,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,10-14,54.50234,54.35568,54.649,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,15-19,49.84029,49.69584,49.98474,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,20-24,45.27319,45.13146,45.41492,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,25-29,40.80244,40.66353,40.94135,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,30-34,36.41013,36.27396,36.54629,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,35-39,32.12179,31.98845,32.25512,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,40-44,27.98333,27.85307,28.11359,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,45-49,24.0239,23.89657,24.15123,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,50-54,20.26772,20.14346,20.39197,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,55-59,16.76035,16.63952,16.88118,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,60-64,13.52769,13.41059,13.6448,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,65-69,10.52145,10.4071,10.6358,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,70-74,7.81367,7.70105,7.92629,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,75-79,5.5169,5.40514,5.62866,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,80-84,3.68391,3.58246,3.78535,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,85-89,2.35606,2.27167,2.44045,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,K02000001,F,90plus,1.48905,1.40867,1.56944,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,lessthan1,60.51714,59.69202,61.34225,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,01-04,59.85086,59.02235,60.67936,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,05-09,56.13507,55.31397,56.95617,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,10-14,51.48281,50.67443,52.29119,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,15-19,46.85554,46.06009,47.65099,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,20-24,42.34534,41.56171,43.12897,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,25-29,37.92962,37.15705,38.70219,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,30-34,33.59687,32.83439,34.35935,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,35-39,29.33115,28.58585,30.07645,HLE
gregorian-interval/2011-03-31T00:00:00/P3Y,N92000002,M,40-44,25.2436,24.52047,25.96673,HLE
